code,name,symptoms
508,Toxic multinodular goiter,"{'Fatigue': '27', 'Abnormal involuntary movements': '19', 'Double vision': '15', 'Sweating': '15', 'Involuntary urination': '11', 'Abnormal movement of eyelid': '11', 'Foreign body sensation in eye': '11', 'Spots or clouds in vision': '6', 'Leg cramps or spasms': '6', 'Irregular heartbeat': '6', 'Sinus congestion': '6', 'Neck swelling': '6'}"
509,Open wound of the finger,"{'Hand or finger pain': '28', 'Hand or finger swelling': '11', 'Skin on arm or hand looks infected': '4', 'Hand or finger stiffness or tightness': '2'}"
510,Autonomic nervous system disorder,"{'Leg pain': '52', 'Loss of sensation': '37', 'Headache': '37', 'Skin lesion': '37', 'Back pain': '31', 'Fainting': '31', 'Dizziness': '31', 'Fatigue': '31', 'Pupils unequal': '23', 'Decreased appetite': '23', 'Peripheral edema': '13', 'Difficulty in swallowing': '13'}"
511,Psychosexual disorder,"{'Impotence': '66', 'Premature ejaculation': '54', 'Loss of sex drive': '49', 'Depression': '39', 'Knee pain': '39', 'Pain during intercourse': '32', 'Fatigue': '24', 'Fears and phobias': '14', 'Problems with orgasm': '14', 'Muscle pain': '14', 'Involuntary urination': '14', 'Symptoms of prostate': '14'}"
512,Anemia,"{'Fatigue': '32', 'Weakness': '28', 'Dizziness': '27', 'Shortness of breath': '26', 'Nosebleed': '8', 'Heavy menstrual flow': '8', 'Melena': '4', 'Unpredictable menstruation': '3', 'Vomiting blood': '3', 'Changes in stool appearance': '2', 'Recent pregnancy': '2', 'Too little hair': '2'}"
513,Tendinitis,"{'Hip pain': '61', 'Shoulder pain': '54', 'Knee pain': '53', 'Wrist pain': '48', 'Foot or toe pain': '46', 'Hand or finger pain': '45', 'Leg pain': '40', 'Elbow pain': '35', 'Ankle pain': '35', 'Arm pain': '31', 'Hand or finger swelling': '11', 'Joint pain': '11'}"
514,Common cold,"{'Cough': '85', 'Sore throat': '82', 'Fever': '78', 'Nasal congestion': '69', 'Coryza': '48', 'Ear pain': '44', 'Headache': '36', 'Vomiting': '34', 'Wheezing': '16', 'Congestion in chest': '12', 'Chills': '12', 'Flu-like syndrome': '11'}"
515,Amyotrophic lateral sclerosis (ALS),"{'Weakness': '58', 'Leg weakness': '42', 'Difficulty speaking': '42', 'Problems with movement': '37', 'Abnormal involuntary movements': '37', 'Back pain': '37', 'Difficulty in swallowing': '30', 'Hand or finger weakness': '30', 'Leg pain': '30', 'Muscle weakness': '22', 'Fatigue': '22', 'Leg cramps or spasms': '22'}"
516,Central retinal artery or vein occlusion,"{'Diminished vision': '83', 'Blindness': '37', 'Spots or clouds in vision': '34', 'Symptoms of eye': '34', 'Pain in eye': '20', 'Foreign body sensation in eye': '14', 'Elbow pain': '8', 'Irregular heartbeat': '8', 'Eye deviation': '8', 'Double vision': '8'}"
517,Paroxysmal supraventricular tachycardia,"{'Palpitations': '72', 'Sharp chest pain': '70', 'Increased heart rate': '67', 'Irregular heartbeat': '50', 'Shortness of breath': '48', 'Dizziness': '42', 'Weakness': '21', 'Chest tightness': '15', 'Symptoms of the face': '8', 'Sweating': '8', 'Bladder mass': '8', 'Involuntary urination': '8'}"
518,Venous insufficiency,"{'Skin lesion': '63', 'Leg swelling': '34', 'Leg pain': '34', 'Peripheral edema': '34', 'Abnormal appearing skin': '17', 'Leg cramps or spasms': '7', 'Fluid retention': '6', 'Lymphedema': '5', 'Skin on leg or foot looks infected': '4', 'Ankle swelling': '4', 'Poor circulation': '1', 'Burning chest pain': '1'}"
519,Trichomonas infection,"{'Vaginal discharge': '74', 'Sharp abdominal pain': '69', 'Vomiting': '35', 'Pelvic pain': '35', 'Painful urination': '35', 'Nausea': '32', 'Lower abdominal pain': '28', 'Vaginal itching': '25', 'Burning abdominal pain': '25', 'Side pain': '21', 'Pain during pregnancy': '21', 'Unpredictable menstruation': '16'}"
520,Acne,"{'Acne or pimples': '94', 'Skin rash': '38', 'Abnormal appearing skin': '21', 'Skin moles': '20', 'Skin swelling': '17', 'Skin growth': '13', 'Warts': '10', 'Skin dryness peeling scaliness or roughness': '10', 'Too little hair': '4', 'Irregular appearing scalp': '4', 'Nose deformity': '3', 'Long menstrual periods': '3'}"
521,Depression,"{'Depression': '81', 'Depressive or psychotic symptoms': '57', 'Anxiety and nervousness': '53', 'Insomnia': '23', 'Abusing alcohol': '13', 'Drug abuse': '11', 'Delusions or hallucinations': '10', 'Excessive anger': '8', 'Disturbance of memory': '7', 'Low self-esteem': '7', 'Hostile behavior': '6', 'Temper problems': '5'}"
522,Drug abuse,"{'Drug abuse': '60', 'Depressive or psychotic symptoms': '51', 'Depression': '46', 'Abusing alcohol': '36', 'Anxiety and nervousness': '32', 'Delusions or hallucinations': '16', 'Antisocial behavior': '10', 'Sweating': '6', 'Hostile behavior': '5', 'Excessive anger': '3', 'Fears and phobias': '3', 'Smoking problems': '3'}"
523,Urinary tract obstruction,"{'Retention of urine': '64', 'Blood in urine': '45', 'Side pain': '42', 'Frequent urination': '35', 'Symptoms of prostate': '33', 'Sharp abdominal pain': '31', 'Back pain': '25', 'Suprapubic pain': '22', 'Symptoms of bladder': '20', 'Excessive urination at night': '20', 'Painful urination': '17', 'Involuntary urination': '17'}"
524,Diabetes insipidus,"{'Excessive appetite': '51', 'Cough': '51', 'Difficulty in swallowing': '51', 'Frequent urination': '51', 'Dizziness': '51', 'Itchy eyelid': '4', 'Emotional symptoms': '4', 'Wrist weakness': '4', 'Elbow cramps or spasms': '4', 'Elbow weakness': '4', 'Nailbiting': '4', 'Hip stiffness or tightness': '4'}"
525,Iridocyclitis,"{'Pain in eye': '76', 'Diminished vision': '67', 'Eye redness': '63', 'Headache': '27', 'Spots or clouds in vision': '27', 'Symptoms of eye': '24', 'Swollen eye': '21', 'Lacrimation': '21', 'Foreign body sensation in eye': '15', 'Itchiness of eye': '15', 'Eye burns or stings': '8', 'Cloudy eye': '4'}"
526,Varicocele of the testicles,"{'Pain in testicles': '72', 'Mass in scrotum': '71', 'Symptoms of the scrotum and testes': '41', 'Groin pain': '34', 'Swelling of scrotum': '31', 'Infertility': '25', 'Lower abdominal pain': '22', 'Involuntary urination': '18', 'Impotence': '18', 'Skin growth': '14', 'Penis pain': '10', 'Pain of the anus': '10'}"
527,Irritable bowel syndrome,"{'Sharp abdominal pain': '73', 'Diarrhea': '63', 'Burning abdominal pain': '38', 'Constipation': '32', 'Nausea': '32', 'Anxiety and nervousness': '28', 'Lower abdominal pain': '24', 'Upper abdominal pain': '20', 'Regurgitation': '15', 'Insomnia': '15', 'Rectal bleeding': '13', 'Flatulence': '13'}"
528,Fracture of the foot,"{'Foot or toe pain': '84', 'Ankle pain': '49', 'Foot or toe swelling': '42', 'Ankle swelling': '16', 'Foot or toe weakness': '3', 'Foot or toe stiffness or tightness': '1'}"
529,Ovarian cyst,"{'Sharp abdominal pain': '81', 'Lower abdominal pain': '59', 'Pelvic pain': '50', 'Vomiting': '38', 'Side pain': '38', 'Nausea': '37', 'Burning abdominal pain': '31', 'Painful menstruation': '13', 'Vaginal discharge': '10', 'Skin growth': '10', 'Intermenstrual bleeding': '8', 'Cramps and spasms': '8'}"
530,Chlamydia,"{'Penile discharge': '59', 'Vaginal discharge': '59', 'Sharp abdominal pain': '49', 'Painful urination': '49', 'Vaginal pain': '37', 'Vaginal itching': '22', 'Itching of skin': '22', 'Frequent urination': '22', 'Lower abdominal pain': '18', 'Pelvic pain': '14', 'Groin pain': '14', 'Penis pain': '14'}"
531,Parasitic disease,"{'Sharp abdominal pain': '38', 'Skin rash': '35', 'Cough': '31', 'Fever': '31', 'Hand or finger swelling': '28', 'Abnormal appearing skin': '23', 'Coughing up sputum': '13', 'Swollen lymph nodes': '13', 'Retention of urine': '13', 'Itching of skin': '13', 'Vaginal pain': '13', 'Painful sinuses': '13'}"
532,Fracture of the jaw,"{'Facial pain': '72', 'Peripheral edema': '31', 'Jaw swelling': '26', 'Mouth pain': '21', 'Pain in eye': '15', 'Bleeding gums': '15', 'Swollen eye': '8', 'Bones are painful': '8', 'Redness in ear': '8', 'Bleeding in mouth': '8', 'Gum pain': '8', 'Skin irritation': '8'}"
533,Cytomegalovirus infection,"{'Pain in eye': '91', 'Shoulder cramps or spasms': '91', 'Facial pain': '91', 'Ankle pain': '91', 'Wrist pain': '91', 'Pain during pregnancy': '91', 'Excessive anger': '91', 'Joint stiffness or tightness': '91', 'Pain or soreness of breast': '91', 'Knee lump or mass': '91', 'Fatigue': '91', 'Excessive urination at night': '91'}"
534,Lipoma,"{'Skin swelling': '47', 'Back mass or lump': '37', 'Arm lump or mass': '35', 'Neck mass': '31', 'Shoulder lump or mass': '26', 'Skin growth': '24', 'Skin lesion': '23', 'Abnormal appearing skin': '21', 'Groin mass': '17', 'Leg lump or mass': '17', 'Lump or mass of breast': '16', 'Bones are painful': '16'}"
535,Female genitalia infection,"{'Vaginal pain': '49', 'Vulvar irritation': '36', 'Skin lesion': '32', 'Fever': '32', 'Vaginal discharge': '27', 'Skin growth': '27', 'Vulvar sore': '22', 'Spotting or bleeding during pregnancy': '16', 'Pelvic pain': '16', 'Mass on vulva': '16', 'Skin swelling': '16', 'Groin pain': '9'}"
536,Pulmonary hypertension,"{'Shortness of breath': '68', 'Difficulty breathing': '39', 'Fatigue': '33', 'Sharp chest pain': '31', 'Cough': '25', 'Feeling ill': '16', 'Wheezing': '16', 'Peripheral edema': '16', 'Apnea': '13', 'Hurts to breath': '13', 'Palpitations': '9', 'Hemoptysis': '5'}"
537,Thyroid nodule,"{'Difficulty in swallowing': '29', 'Fatigue': '26', 'Neck mass': '21', 'Throat feels tight': '18', 'Hoarse voice': '12', 'Neck swelling': '12', 'Lump in throat': '12', 'Sleepiness': '8', 'Weight gain': '8', 'Diminished hearing': '8', 'Abnormal movement of eyelid': '4', 'Back weakness': '4'}"
538,Broken tooth,"{'Toothache': '88', 'Facial pain': '37', 'Gum pain': '25', 'Lip swelling': '14', 'Mouth pain': '14', 'Bleeding in mouth': '14', 'Peripheral edema': '14', 'Bleeding gums': '11', 'Difficulty eating': '8', 'Slurring words': '4', 'Dry lips': '4', 'Lump over jaw': '4'}"
539,Dumping syndrome,"{'Nausea': '84', 'Vomiting': '68', 'Fatigue': '68', 'Upper abdominal pain': '68', 'Ear pain': '68', 'Headache': '68', 'Diarrhea': '68', 'Weight gain': '68', 'Vulvar sore': '8', 'Excessive growth': '8', 'Knee lump or mass': '8', 'Itchy eyelid': '8'}"
540,Lymphadenitis,"{'Sore throat': '60', 'Fever': '55', 'Sharp abdominal pain': '53', 'Swollen lymph nodes': '53', 'Neck pain': '50', 'Neck mass': '43', 'Neck swelling': '40', 'Ear pain': '36', 'Cough': '32', 'Headache': '32', 'Vomiting': '32', 'Skin swelling': '26'}"
541,Injury to the face,"{'Neck pain': '53', 'Headache': '46', 'Facial pain': '41', 'Ear pain': '24', 'Bleeding from ear': '21', 'Nosebleed': '15', 'Mouth pain': '11', 'Bleeding in mouth': '9', 'Neck stiffness or tightness': '9', 'Swollen eye': '7', 'Redness in or around nose': '7', 'Diminished hearing': '7'}"
542,Aortic valve disease,"{'Shortness of breath': '54', 'Fatigue': '32', 'Sharp chest pain': '32', 'Difficulty breathing': '28', 'Palpitations': '18', 'Fainting': '16', 'Peripheral edema': '14', 'Lymphedema': '10', 'Increased heart rate': '8', 'Irregular heartbeat': '8', 'Leg cramps or spasms': '8', 'Groin mass': '3'}"
543,Rheumatoid arthritis,"{'Joint pain': '43', 'Knee pain': '42', 'Ache all over': '29', 'Hand or finger pain': '28', 'Wrist pain': '15', 'Peripheral edema': '13', 'Hand or finger swelling': '9', 'Joint swelling': '5', 'Hand or finger weakness': '4', 'Elbow swelling': '4', 'Wrist swelling': '3', 'Stiffness all over': '3'}"
544,Spermatocele,"{'Pain in testicles': '75', 'Mass in scrotum': '60', 'Swelling of scrotum': '41', 'Retention of urine': '41', 'Groin pain': '41', 'Frequent urination': '26', 'Skin growth': '26', 'Impotence': '26', 'Leg lump or mass': '26', 'Muscle swelling': '2', 'Low back weakness': '2', 'Elbow weakness': '2'}"
545,Impetigo,"{'Skin rash': '86', 'Skin lesion': '53', 'Fever': '40', 'Abnormal appearing skin': '37', 'Cough': '36', 'Itching of skin': '27', 'Nasal congestion': '25', 'Skin swelling': '19', 'Skin on head or neck looks infected': '19', 'Peripheral edema': '15', 'Mouth ulcer': '15', 'Sore in nose': '13'}"
546,Anal fistula,"{'Pain of the anus': '71', 'Sharp abdominal pain': '33', 'Blood in stool': '33', 'Rectal bleeding': '24', 'Low back cramps or spasms': '14', 'Lower body pain': '14', 'Discharge in stools': '14', 'Constipation': '14', 'Mass or swelling around the anus': '14', 'Incontinence of stool': '14', 'Mass in scrotum': '14'}"
547,Hypothermia,"{'Depressive or psychotic symptoms': '73', 'Weakness': '63', 'Leg stiffness or tightness': '45', 'Skin rash': '45', 'Vomiting': '45', 'Leg swelling': '45', 'Loss of sensation': '45', 'Fainting': '45', 'Elbow weakness': '3', 'Wrist weakness': '3', 'Feeling hot and cold': '3', 'Emotional symptoms': '3'}"
548,Oppositional disorder,"{'Depressive or psychotic symptoms': '57', 'Excessive anger': '42', 'Hostile behavior': '40', 'Restlessness': '18', 'Fainting': '15', 'Temper problems': '13', 'Antisocial behavior': '8', 'Obsessions and compulsions': '6', 'Nightmares': '4', 'Low self-esteem': '4', 'Low urine output': '2'}"
549,Migraine,"{'Headache': '90', 'Nausea': '46', 'Vomiting': '39', 'Dizziness': '26', 'Diminished vision': '17', 'Disturbance of memory': '7', 'Spots or clouds in vision': '4', 'Symptoms of the face': '3', 'Blindness': '2', 'Long menstrual periods': '2'}"
550,Diabetic peripheral neuropathy,"{'Skin lesion': '48', 'Foot or toe pain': '37', 'Loss of sensation': '33', 'Leg pain': '31', 'Paresthesia': '22', 'Problems with movement': '11', 'Foot or toe swelling': '9', 'Lymphedema': '4', 'Skin on leg or foot looks infected': '4', 'Poor circulation': '4', 'Foot or toe stiffness or tightness': '1', 'Hand or finger cramps or spasms': '1'}"
551,Testicular disorder,"{'Impotence': '56', 'Fatigue': '38', 'Loss of sex drive': '26', 'Symptoms of prostate': '13', 'Symptoms of the scrotum and testes': '13', 'Pain in testicles': '13', 'Excessive urination at night': '13', 'Skin moles': '5', 'Excessive anger': '5', 'Hoarse voice': '5', 'Regurgitation': '5', 'Mass in scrotum': '5'}"
552,Gestational diabetes,"{'Problems during pregnancy': '24', 'Pain during pregnancy': '18', 'Uterine contractions': '15', 'Pelvic pressure': '2', 'Itching of the anus': '1', 'Hip stiffness or tightness': '1', 'Excessive appetite': '1', 'Mass on vulva': '1', 'Vaginal redness': '1'}"
553,Hidradenitis suppurativa,"{'Arm pain': '41', 'Arm lump or mass': '41', 'Skin rash': '38', 'Skin growth': '34', 'Skin on arm or hand looks infected': '27', 'Skin lesion': '27', 'Skin swelling': '18', 'Lower body pain': '18', 'Groin mass': '13', 'Acne or pimples': '13', 'Arm swelling': '13', 'Lump or mass of breast': '13'}"
554,Valley fever,"{'Fever': '86', 'Shortness of breath': '77', 'Joint pain': '60', 'Fatigue': '60', 'Chills': '60', 'Back pain': '60', 'Ache all over': '60', 'Hurts to breath': '60', 'Hand or finger pain': '60', 'Shoulder swelling': '6', 'Hip stiffness or tightness': '6', 'Vulvar sore': '6'}"
555,Conjunctivitis due to bacteria,"{'Eye redness': '90', 'Cough': '62', 'Pain in eye': '62', 'Fever': '59', 'White discharge from eye': '49', 'Nasal congestion': '49', 'Itchiness of eye': '49', 'Ear pain': '29', 'Sore throat': '29', 'Coryza': '21', 'Symptoms of eye': '21', 'Abnormal appearing skin': '21'}"
556,Lewy body dementia,"{'Disturbance of memory': '68', 'Delusions or hallucinations': '59', 'Abnormal involuntary movements': '53', 'Problems with movement': '53', 'Loss of sensation': '35', 'Depressive or psychotic symptoms': '35', 'Dizziness': '35', 'Weakness': '21', 'Seizures': '21', 'Rectal bleeding': '21', 'Hostile behavior': '21', 'Paresthesia': '21'}"
557,Marfan syndrome,"{'Heartburn': '32', 'Blood in stool': '32', 'Anxiety and nervousness': '32', 'Increased heart rate': '32', 'Stomach bloating': '32', 'Ache all over': '32', 'Itching of the anus': '32', 'Depression': '32', 'Focal weakness': '32', 'Shoulder pain': '32', 'Skin swelling': '32', 'Emotional symptoms': '2'}"
558,Multiple myeloma,"{'Weakness': '37', 'Fatigue': '29', 'Chills': '9', 'Problems with movement': '9', 'Disturbance of memory': '6', 'Lip swelling': '3', 'Stiffness all over': '3', 'Hip lump or mass': '3', 'Muscle pain': '3', 'Swollen abdomen': '3', 'Impotence': '3', 'Symptoms of the face': '3'}"
607,Head injury,"{'Headache': '68', 'Neck pain': '36', 'Dizziness': '29', 'Back pain': '25', 'Fainting': '15', 'Facial pain': '12', 'Lip swelling': '3', 'Ringing in ear': '3', 'Double vision': '2', 'Redness in or around nose': '2'}"
608,Ascending cholangitis,"{'Sharp abdominal pain': '85', 'Fever': '69', 'Jaundice': '62', 'Nausea': '62', 'Diarrhea': '51', 'Vomiting': '51', 'Shortness of breath': '51', 'Upper abdominal pain': '51', 'Retention of urine': '33', 'Painful urination': '33', 'Stomach bloating': '33', 'Vaginal itching': '33'}"
609,Idiopathic irregular menstrual cycle,"{'Unpredictable menstruation': '67', 'Sharp abdominal pain': '42', 'Heavy menstrual flow': '31', 'Long menstrual periods': '26', 'Pelvic pain': '23', 'Lower abdominal pain': '22', 'Intermenstrual bleeding': '16', 'Painful menstruation': '15', 'Blood clots during menstrual periods': '10', 'Cramps and spasms': '10', 'Frequent menstruation': '9', 'Infertility': '8'}"
610,Interstitial lung disease,"{'Cough': '86', 'Fever': '73', 'Nasal congestion': '67', 'Coryza': '44', 'Sore throat': '44', 'Shortness of breath': '38', 'Difficulty breathing': '38', 'Sleepiness': '36', 'Abnormal breathing sounds': '31', 'Headache': '29', 'Ear pain': '26', 'Wheezing': '26'}"
611,Mononeuritis,"{'Loss of sensation': '79', 'Foot or toe pain': '51', 'Paresthesia': '47', 'Leg pain': '47', 'Arm pain': '45', 'Low back pain': '37', 'Hand or finger pain': '37', 'Elbow pain': '27', 'Shoulder pain': '25', 'Ankle pain': '20', 'Wrist pain': '16', 'Hand or finger weakness': '13'}"
612,Malaria,"{'Headache': '94', 'Fever': '87', 'Ache all over': '72', 'Weakness': '72', 'Vomiting': '72', 'Back pain': '72', 'Fainting': '72', 'Vulvar sore': '9', 'Excessive growth': '9', 'Knee lump or mass': '9', 'Itchy eyelid': '9', 'Wrist weakness': '9'}"
613,Somatization disorder,"{'Anxiety and nervousness': '76', 'Depression': '60', 'Depressive or psychotic symptoms': '60', 'Ache all over': '47', 'Dizziness': '36', 'Sharp abdominal pain': '36', 'Insomnia': '36', 'Feeling ill': '22', 'Fainting': '22', 'Fatigue': '22', 'Difficulty breathing': '22', 'Weakness': '22'}"
